"Shared filename","Asset Id","Title","Codename","Filename","Url","App Url","Used in item codenames"
"BMW - Course.jpg","7e17fd12-ade4-4051-8572-a5c76054f5aa",,"bmw___course_jpg","BMW - Course.jpg","https://assets-eu-01.kc-usercontent.com/2542ce4a-3be3-01e8-fdf0-ce1b87b58f11/5d2ed66d-b261-467d-b5d3-3a4f30f3a5bd/BMW%20-%20Course.jpg","https://app.kontent.ai/2542ce4a-3be3-01e8-fdf0-ce1b87b58f11/content-inventory/assets/asset/7e17fd12-ade4-4051-8572-a5c76054f5aa","future_of_bmw_d2d59d6,future_of_bmw"
"BMW - Course.jpg","74e316e3-a1fd-44c7-86cd-0a01ddb1f24c",,"bmw___course_jpg_74e316e","BMW - Course.jpg","https://assets-eu-01.kc-usercontent.com/2542ce4a-3be3-01e8-fdf0-ce1b87b58f11/01c9a91e-b638-4bd6-af06-cedb3f9d2db2/BMW%20-%20Course.jpg","https://app.kontent.ai/2542ce4a-3be3-01e8-fdf0-ce1b87b58f11/content-inventory/assets/asset/74e316e3-a1fd-44c7-86cd-0a01ddb1f24c",""
